num,payload_ent,tcp_ent,src_ip,src_mac,dst_ip,dst_mac,seq,ack,ip_len,func_code,ref_num,data_cnt,trans_id,mbtcp_len,sport,dport,payload_len,label
1,129.0,133.0,0,240,42,255,0,0,1,0,0,0,0,0,18,3,48,0
2,140.0,141.0,42,255,0,240,0,0,1,0,0,0,0,0,3,18,48,0
3,147.0,147.0,0,240,42,255,0,0,0,0,0,0,0,0,18,3,40,0
4,128.0,131.0,0,240,42,255,0,0,2,170,0,255,132,148,18,3,52,0
5,132.0,136.0,0,240,85,68,0,0,1,0,0,0,0,0,18,3,48,0
6,149.0,150.0,85,68,0,240,0,0,1,0,0,0,0,0,3,18,48,0
7,154.0,154.0,0,240,85,68,0,0,0,0,0,0,0,0,18,3,40,0
8,119.0,123.0,42,255,0,240,0,0,2,170,0,0,132,255,3,18,57,0
9,136.0,140.0,0,240,85,68,0,0,2,170,0,255,134,148,18,3,52,0
10,124.0,129.0,85,68,0,240,0,0,2,170,0,0,134,255,3,18,57,0
11,152.0,151.0,0,240,42,255,0,0,0,0,0,0,0,0,18,3,40,0
12,148.0,147.0,42,255,0,240,0,0,0,0,0,0,0,0,3,18,40,0
13,152.0,150.0,42,255,0,240,0,0,0,0,0,0,0,0,3,18,40,0
14,148.0,148.0,0,240,42,255,0,0,0,0,0,0,0,0,18,3,40,0
15,151.0,151.0,0,240,85,68,0,0,0,0,0,0,0,0,18,3,40,0
16,151.0,150.0,85,68,0,240,0,0,0,0,0,0,0,0,3,18,40,0
17,154.0,153.0,85,68,0,240,0,0,0,0,0,0,0,0,3,18,40,0
18,151.0,152.0,0,240,85,68,0,0,0,0,0,0,0,0,18,3,40,0
19,130.0,133.0,0,240,212,70,0,0,1,0,0,0,0,0,18,3,48,0
20,143.0,146.0,212,70,0,240,0,0,1,0,0,0,0,0,3,18,48,0
21,149.0,150.0,0,240,212,70,0,0,0,0,0,0,0,0,18,3,40,0
22,136.0,138.0,0,240,212,70,0,0,2,170,0,255,133,148,18,3,52,0
23,133.0,136.0,0,240,127,215,0,0,1,0,0,0,0,0,18,3,48,0
24,142.0,144.0,127,215,0,240,0,0,1,0,0,0,0,0,3,18,48,0
25,159.0,157.0,0,240,127,215,0,0,0,0,0,0,0,0,18,3,40,0
26,124.0,129.0,212,70,0,240,0,0,2,170,0,0,133,255,3,18,57,0
27,132.0,135.0,0,240,127,215,0,0,2,170,0,255,134,148,18,3,52,0
28,127.0,133.0,0,240,255,38,0,0,1,0,0,0,0,0,18,3,48,0
29,143.0,148.0,255,38,0,240,0,0,1,0,0,0,0,0,3,18,48,0
30,153.0,155.0,0,240,255,38,0,0,0,0,0,0,0,0,18,3,40,0
31,117.0,123.0,127,215,0,240,0,0,2,170,0,0,134,255,3,18,57,0
32,132.0,135.0,0,240,255,38,0,0,2,170,0,255,134,148,18,3,52,0
33,129.0,133.0,0,240,42,255,0,0,1,0,0,0,0,0,18,3,48,0
34,144.0,145.0,42,255,0,240,0,0,1,0,0,0,0,0,3,18,48,0
35,149.0,149.0,0,240,42,255,0,0,0,0,0,0,0,0,18,3,40,0
36,123.0,127.0,255,38,0,240,0,0,2,170,0,0,134,255,3,18,57,0
37,137.0,139.0,0,240,42,255,0,0,2,127,0,0,132,148,18,3,52,0
38,128.0,135.0,0,240,85,68,0,0,1,0,0,0,0,0,18,3,48,0
39,138.0,141.0,85,68,0,240,0,0,1,0,0,0,0,0,3,18,48,0
40,147.0,150.0,0,240,85,68,0,0,0,0,0,0,0,0,18,3,40,0
41,140.0,141.0,42,255,0,240,0,0,1,127,0,0,132,106,3,18,50,0
42,130.0,135.0,0,240,85,68,0,0,2,127,0,0,134,148,18,3,52,0
43,128.0,133.0,0,240,170,0,0,0,1,0,0,0,0,0,18,3,48,0
44,150.0,150.0,170,0,0,240,0,0,1,0,0,0,0,0,3,18,48,0
45,152.0,151.0,0,240,170,0,0,0,0,0,0,0,0,0,18,3,40,0
46,132.0,135.0,85,68,0,240,0,0,1,127,0,0,134,106,3,18,50,0
47,138.0,139.0,0,240,170,0,0,0,2,170,0,255,134,148,18,3,52,0
48,149.0,152.0,0,240,212,70,0,0,0,0,0,0,0,0,18,3,40,0
49,153.0,151.0,212,70,0,240,0,0,0,0,0,0,0,0,3,18,40,0
50,128.0,131.0,170,0,0,240,0,0,2,170,0,0,134,255,3,18,57,0
51,156.0,155.0,212,70,0,240,0,0,0,0,0,0,0,0,3,18,40,0
52,151.0,154.0,0,240,212,70,0,0,0,0,0,0,0,0,18,3,40,0
53,121.0,124.0,0,240,212,70,0,0,1,0,0,0,0,0,18,3,48,0
54,135.0,136.0,212,70,0,240,0,0,1,0,0,0,0,0,3,18,48,0
55,139.0,140.0,0,240,212,70,0,0,0,0,0,0,0,0,18,3,40,0
56,127.0,129.0,0,240,212,70,0,0,2,127,0,0,133,148,18,3,52,0
57,154.0,155.0,0,240,127,215,0,0,0,0,0,0,0,0,18,3,40,0
58,152.0,152.0,127,215,0,240,0,0,0,0,0,0,0,0,3,18,40,0
59,129.0,131.0,212,70,0,240,0,0,1,127,0,0,133,106,3,18,50,0
60,151.0,152.0,127,215,0,240,0,0,0,0,0,0,0,0,3,18,40,0
61,154.0,155.0,0,240,127,215,0,0,0,0,0,0,0,0,18,3,40,0
62,127.0,133.0,0,240,127,215,0,0,1,0,0,0,0,0,18,3,48,0
63,145.0,148.0,127,215,0,240,0,0,1,0,0,0,0,0,3,18,48,0
64,163.0,162.0,0,240,255,38,0,0,0,0,0,0,0,0,18,3,40,0
65,153.0,154.0,0,240,127,215,0,0,0,0,0,0,0,0,18,3,40,0
66,153.0,154.0,255,38,0,240,0,0,0,0,0,0,0,0,3,18,40,0
67,153.0,155.0,255,38,0,240,0,0,0,0,0,0,0,0,3,18,40,0
68,160.0,160.0,0,240,255,38,0,0,0,0,0,0,0,0,18,3,40,0
69,138.0,140.0,0,240,127,215,0,0,2,127,0,0,134,148,18,3,52,0
70,126.0,134.0,0,240,255,38,0,0,1,0,0,0,0,0,18,3,48,0
71,137.0,142.0,255,38,0,240,0,0,1,0,0,0,0,0,3,18,48,0
72,149.0,152.0,0,240,255,38,0,0,0,0,0,0,0,0,18,3,40,0
73,136.0,139.0,127,215,0,240,0,0,1,127,0,0,134,106,3,18,50,0
74,135.0,139.0,0,240,255,38,0,0,2,127,0,0,134,148,18,3,52,0
75,158.0,155.0,0,240,42,255,0,0,0,0,0,0,0,0,18,3,40,0
76,134.0,138.0,255,38,0,240,0,0,1,127,0,0,134,106,3,18,50,0
77,157.0,154.0,42,255,0,240,0,0,0,0,0,0,0,0,3,18,40,0
78,155.0,153.0,42,255,0,240,0,0,0,0,0,0,0,0,3,18,40,0
79,131.0,134.0,0,240,42,255,0,0,1,0,0,0,0,0,18,3,48,0
80,158.0,154.0,0,240,42,255,0,0,0,0,0,0,0,0,18,3,40,0
81,141.0,142.0,42,255,0,240,0,0,1,0,0,0,0,0,3,18,48,0
82,151.0,153.0,0,240,85,68,0,0,0,0,0,0,0,0,18,3,40,0
83,154.0,152.0,0,240,42,255,0,0,0,0,0,0,0,0,18,3,40,0
84,147.0,148.0,85,68,0,240,0,0,0,0,0,0,0,0,3,18,40,0
85,147.0,149.0,85,68,0,240,0,0,0,0,0,0,0,0,3,18,40,0
86,153.0,155.0,0,240,85,68,0,0,0,0,0,0,0,0,18,3,40,0
87,136.0,138.0,0,240,42,255,0,0,2,85,0,0,132,148,18,3,52,0
88,127.0,132.0,0,240,85,68,0,0,1,0,0,0,0,0,18,3,48,0
89,140.0,140.0,42,255,0,240,0,0,1,85,0,0,132,106,3,18,50,0
90,143.0,143.0,85,68,0,240,0,0,1,0,0,0,0,0,3,18,48,0
91,159.0,156.0,0,240,85,68,0,0,0,0,0,0,0,0,18,3,40,0
92,131.0,134.0,0,240,85,68,0,0,2,85,0,0,134,148,18,3,52,0
93,157.0,154.0,0,240,170,0,0,0,0,0,0,0,0,0,18,3,40,0
94,138.0,140.0,85,68,0,240,0,0,1,85,0,0,134,106,3,18,50,0
95,127.0,132.0,0,240,170,0,0,0,1,0,0,0,0,0,18,3,48,0
96,154.0,151.0,170,0,0,240,0,0,0,0,0,0,0,0,3,18,40,0
97,152.0,150.0,170,0,0,240,0,0,1,0,0,0,0,0,3,18,48,0
98,157.0,153.0,170,0,0,240,0,0,0,0,0,0,0,0,3,18,40,0
99,151.0,150.0,0,240,170,0,0,0,0,0,0,0,0,0,18,3,40,0
100,152.0,150.0,0,240,170,0,0,0,0,0,0,0,0,0,18,3,40,0
101,138.0,140.0,0,240,170,0,0,0,2,127,0,0,134,148,18,3,52,0
102,143.0,144.0,0,240,212,70,0,0,0,0,0,0,0,0,18,3,40,0
103,135.0,136.0,212,70,0,240,0,0,0,0,0,0,0,0,3,18,40,0
104,138.0,139.0,170,0,0,240,0,0,1,127,0,0,134,106,3,18,50,0
105,141.0,141.0,212,70,0,240,0,0,0,0,0,0,0,0,3,18,40,0
106,129.0,132.0,0,240,212,70,0,0,1,0,0,0,0,0,18,3,48,0
107,144.0,145.0,0,240,212,70,0,0,0,0,0,0,0,0,18,3,40,0
108,146.0,146.0,212,70,0,240,0,0,1,0,0,0,0,0,3,18,48,0
109,158.0,155.0,0,240,212,70,0,0,0,0,0,0,0,0,18,3,40,0
110,135.0,138.0,0,240,212,70,0,0,2,85,0,0,133,148,18,3,52,0
111,138.0,139.0,212,70,0,240,0,0,1,85,0,0,133,106,3,18,50,0
112,158.0,157.0,0,240,127,215,0,0,0,0,0,0,0,0,18,3,40,0
113,150.0,150.0,127,215,0,240,0,0,0,0,0,0,0,0,3,18,40,0
114,151.0,152.0,127,215,0,240,0,0,0,0,0,0,0,0,3,18,40,0
115,153.0,154.0,0,240,127,215,0,0,0,0,0,0,0,0,18,3,40,0
116,129.0,135.0,0,240,127,215,0,0,1,0,0,0,0,0,18,3,48,0
117,144.0,145.0,127,215,0,240,0,0,1,0,0,0,0,0,3,18,48,0
118,156.0,154.0,0,240,127,215,0,0,0,0,0,0,0,0,18,3,40,0
119,135.0,139.0,0,240,127,215,0,0,2,85,0,0,134,148,18,3,52,0
120,157.0,157.0,0,240,255,38,0,0,0,0,0,0,0,0,18,3,40,0
121,137.0,139.0,127,215,0,240,0,0,1,85,0,0,134,106,3,18,50,0
122,150.0,151.0,255,38,0,240,0,0,0,0,0,0,0,0,3,18,40,0
123,152.0,153.0,255,38,0,240,0,0,0,0,0,0,0,0,3,18,40,0
124,156.0,157.0,0,240,255,38,0,0,0,0,0,0,0,0,18,3,40,0
125,133.0,139.0,0,240,255,38,0,0,1,0,0,0,0,0,18,3,48,0
126,142.0,145.0,255,38,0,240,0,0,1,0,0,0,0,0,3,18,48,0
127,159.0,159.0,0,240,255,38,0,0,0,0,0,0,0,0,18,3,40,0
128,136.0,140.0,0,240,255,38,0,0,2,85,0,0,134,148,18,3,52,0
129,162.0,159.0,0,240,42,255,0,0,0,0,0,0,0,0,18,3,40,0
130,156.0,153.0,42,255,0,240,0,0,0,0,0,0,0,0,3,18,40,0
131,139.0,142.0,255,38,0,240,0,0,1,85,0,0,134,106,3,18,50,0
132,158.0,155.0,42,255,0,240,0,0,0,0,0,0,0,0,3,18,40,0
133,164.0,159.0,0,240,42,255,0,0,0,0,0,0,0,0,18,3,40,0
134,170.0,164.0,0,240,85,68,0,0,0,0,0,0,0,0,18,3,40,0
135,162.0,158.0,85,68,0,240,0,0,0,0,0,0,0,0,3,18,40,0
136,163.0,159.0,85,68,0,240,0,0,0,0,0,0,0,0,3,18,40,0
137,168.0,162.0,0,240,85,68,0,0,0,0,0,0,0,0,18,3,40,0
138,162.0,158.0,0,240,170,0,0,0,0,0,0,0,0,0,18,3,40,0
139,158.0,155.0,170,0,0,240,0,0,0,0,0,0,0,0,3,18,40,0
140,158.0,155.0,170,0,0,240,0,0,0,0,0,0,0,0,3,18,40,0
141,160.0,158.0,0,240,170,0,0,0,0,0,0,0,0,0,18,3,40,0
142,130.0,134.0,0,240,170,0,0,0,1,0,0,0,0,0,18,3,48,0
143,147.0,147.0,170,0,0,240,0,0,1,0,0,0,0,0,3,18,48,0
144,156.0,156.0,0,240,170,0,0,0,0,0,0,0,0,0,18,3,40,0
145,139.0,141.0,0,240,170,0,0,0,2,85,0,0,134,148,18,3,52,0
146,161.0,157.0,0,240,212,70,0,0,0,0,0,0,0,0,18,3,40,0
147,154.0,150.0,212,70,0,240,0,0,0,0,0,0,0,0,3,18,40,0
148,145.0,145.0,170,0,0,240,0,0,1,85,0,0,134,106,3,18,50,0
149,160.0,156.0,212,70,0,240,0,0,0,0,0,0,0,0,3,18,40,0
150,156.0,154.0,0,240,127,215,0,0,0,0,0,0,0,0,18,3,40,0
151,162.0,158.0,0,240,212,70,0,0,0,0,0,0,0,0,18,3,40,0
152,151.0,150.0,127,215,0,240,0,0,0,0,0,0,0,0,3,18,40,0
153,152.0,151.0,127,215,0,240,0,0,0,0,0,0,0,0,3,18,40,0
154,155.0,153.0,0,240,127,215,0,0,0,0,0,0,0,0,18,3,40,0
155,160.0,160.0,0,240,255,38,0,0,0,0,0,0,0,0,18,3,40,0
156,155.0,155.0,255,38,0,240,0,0,0,0,0,0,0,0,3,18,40,0
157,154.0,155.0,255,38,0,240,0,0,0,0,0,0,0,0,3,18,40,0
158,160.0,159.0,0,240,255,38,0,0,0,0,0,0,0,0,18,3,40,0
159,167.0,164.0,0,240,170,0,0,0,0,0,0,0,0,0,18,3,40,0
160,161.0,158.0,170,0,0,240,0,0,0,0,0,0,0,0,3,18,40,0
161,162.0,159.0,170,0,0,240,0,0,0,0,0,0,0,0,3,18,40,0
162,165.0,161.0,0,240,170,0,0,0,0,0,0,0,0,0,18,3,40,0
163,130.0,136.0,0,240,255,38,0,0,1,0,0,0,0,0,18,3,48,0
164,143.0,145.0,255,38,0,240,0,0,1,0,0,0,0,0,3,18,48,0
165,157.0,156.0,0,240,255,38,0,0,0,0,0,0,0,0,18,3,40,0
166,138.0,142.0,0,240,255,38,0,0,2,170,0,255,134,148,18,3,52,0
167,131.0,135.0,0,240,170,0,0,0,1,0,0,0,0,0,18,3,48,0
168,122.0,127.0,255,38,0,240,0,0,2,170,0,0,134,255,3,18,57,0
169,143.0,144.0,170,0,0,240,0,0,1,0,0,0,0,0,3,18,48,0
170,152.0,150.0,0,240,170,0,0,0,0,0,0,0,0,0,18,3,40,0
171,137.0,138.0,0,240,170,0,0,0,2,170,0,255,134,148,18,3,52,0
172,124.0,126.0,170,0,0,240,0,0,2,170,0,0,134,255,3,18,57,0
173,156.0,157.0,0,240,255,38,0,0,0,0,0,0,0,0,18,3,40,0
174,148.0,149.0,255,38,0,240,0,0,0,0,0,0,0,0,3,18,40,0
175,147.0,148.0,255,38,0,240,0,0,0,0,0,0,0,0,3,18,40,0
176,148.0,150.0,0,240,255,38,0,0,0,0,0,0,0,0,18,3,40,0
177,156.0,154.0,0,240,170,0,0,0,0,0,0,0,0,0,18,3,40,0
178,152.0,151.0,170,0,0,240,0,0,0,0,0,0,0,0,3,18,40,0
179,155.0,153.0,170,0,0,240,0,0,0,0,0,0,0,0,3,18,40,0
180,154.0,154.0,0,240,170,0,0,0,0,0,0,0,0,0,18,3,40,0
181,129.0,133.0,0,240,42,255,0,0,1,0,0,0,0,0,18,3,48,0
182,140.0,141.0,42,255,0,240,0,0,1,0,0,0,0,0,3,18,48,0
183,153.0,150.0,0,240,42,255,0,0,0,0,0,0,0,0,18,3,40,0
184,136.0,137.0,0,240,42,255,0,0,2,170,0,255,132,148,18,3,52,0
185,127.0,133.0,0,240,85,68,0,0,1,0,0,0,0,0,18,3,48,0
186,136.0,140.0,85,68,0,240,0,0,1,0,0,0,0,0,3,18,48,0
187,147.0,148.0,0,240,85,68,0,0,0,0,0,0,0,0,18,3,40,0
188,119.0,123.0,42,255,0,240,0,0,2,170,0,0,132,255,3,18,57,0
189,131.0,134.0,0,240,85,68,0,0,2,170,0,255,134,148,18,3,52,0
190,132.0,135.0,0,240,127,215,0,0,1,0,0,0,0,0,18,3,48,0
191,146.0,146.0,127,215,0,240,0,0,1,0,0,0,0,0,3,18,48,0
192,151.0,149.0,0,240,127,215,0,0,0,0,0,0,0,0,18,3,40,0
193,120.0,126.0,85,68,0,240,0,0,2,170,0,0,134,255,3,18,57,0
194,137.0,139.0,0,240,127,215,0,0,2,170,0,255,134,148,18,3,52,0
195,151.0,149.0,0,240,42,255,0,0,0,0,0,0,0,0,18,3,40,0
196,146.0,145.0,42,255,0,240,0,0,0,0,0,0,0,0,3,18,40,0
197,123.0,127.0,127,215,0,240,0,0,2,170,0,0,134,255,3,18,57,0
198,144.0,144.0,42,255,0,240,0,0,0,0,0,0,0,0,3,18,40,0
199,151.0,149.0,0,240,42,255,0,0,0,0,0,0,0,0,18,3,40,0
200,126.0,133.0,0,240,255,38,0,0,1,0,0,0,0,0,18,3,48,0
201,144.0,147.0,255,38,0,240,0,0,1,0,0,0,0,0,3,18,48,0
202,155.0,154.0,0,240,255,38,0,0,0,0,0,0,0,0,18,3,40,0
203,137.0,140.0,0,240,255,38,0,0,2,127,0,0,134,148,18,3,52,0
204,128.0,133.0,0,240,170,0,0,0,1,0,0,0,0,0,18,3,48,0
205,145.0,147.0,170,0,0,240,0,0,1,0,0,0,0,0,3,18,48,0
206,144.0,146.0,0,240,170,0,0,0,0,0,0,0,0,0,18,3,40,0
207,144.0,145.0,255,38,0,240,0,0,1,127,0,0,134,106,3,18,50,0
208,129.0,132.0,0,240,170,0,0,0,2,127,0,0,134,148,18,3,52,0
209,131.0,132.0,0,240,42,255,0,0,1,0,0,0,0,0,18,3,48,0
210,149.0,148.0,42,255,0,240,0,0,1,0,0,0,0,0,3,18,48,0
211,152.0,148.0,0,240,42,255,0,0,0,0,0,0,0,0,18,3,40,0
212,130.0,133.0,170,0,0,240,0,0,1,127,0,0,134,106,3,18,50,0
213,133.0,133.0,0,240,42,255,0,0,2,127,0,0,132,148,18,3,52,0
214,139.0,138.0,42,255,0,240,0,0,1,127,0,0,132,106,3,18,50,0
215,128.0,131.0,0,240,212,70,0,0,1,0,0,0,0,0,18,3,48,0
216,141.0,140.0,212,70,0,240,0,0,1,0,0,0,0,0,3,18,48,0
217,149.0,148.0,0,240,212,70,0,0,0,0,0,0,0,0,18,3,40,0
218,136.0,138.0,0,240,212,70,0,0,2,170,0,255,133,148,18,3,52,0
219,155.0,154.0,0,240,85,68,0,0,0,0,0,0,0,0,18,3,40,0
220,143.0,144.0,85,68,0,240,0,0,0,0,0,0,0,0,3,18,40,0
221,150.0,149.0,85,68,0,240,0,0,0,0,0,0,0,0,3,18,40,0
222,156.0,155.0,0,240,85,68,0,0,0,0,0,0,0,0,18,3,40,0
223,121.0,126.0,212,70,0,240,0,0,2,170,0,0,133,255,3,18,57,0
224,134.0,138.0,0,240,85,68,0,0,1,0,0,0,0,0,19,3,48,0
225,145.0,146.0,85,68,0,240,0,0,1,0,0,0,0,0,3,19,48,0
226,154.0,154.0,0,240,85,68,0,0,0,0,0,0,0,0,19,3,40,0
227,136.0,139.0,0,240,85,68,0,0,2,127,0,0,134,148,19,3,52,0
228,151.0,150.0,0,240,127,215,0,0,0,0,0,0,0,0,18,3,40,0
229,153.0,150.0,127,215,0,240,0,0,0,0,0,0,0,0,3,18,40,0
230,138.0,141.0,85,68,0,240,0,0,1,127,0,0,134,106,3,19,50,0
231,153.0,151.0,127,215,0,240,0,0,0,0,0,0,0,0,3,18,40,0
232,150.0,148.0,0,240,127,215,0,0,0,0,0,0,0,0,18,3,40,0
233,134.0,137.0,0,240,127,215,0,0,1,0,0,0,0,0,19,3,48,0
234,145.0,146.0,127,215,0,240,0,0,1,0,0,0,0,0,3,19,48,0
235,156.0,155.0,0,240,127,215,0,0,0,0,0,0,0,0,19,3,40,0
236,139.0,141.0,0,240,127,215,0,0,2,127,0,0,134,148,19,3,52,0
237,161.0,161.0,0,240,255,38,0,0,0,0,0,0,0,0,18,3,40,0
238,154.0,154.0,255,38,0,240,0,0,0,0,0,0,0,0,3,18,40,0
239,141.0,143.0,127,215,0,240,0,0,1,127,0,0,134,106,3,19,50,0
240,158.0,157.0,255,38,0,240,0,0,0,0,0,0,0,0,3,18,40,0
241,160.0,159.0,0,240,255,38,0,0,0,0,0,0,0,0,18,3,40,0
242,130.0,135.0,0,240,255,38,0,0,1,0,0,0,0,0,19,3,48,0
243,151.0,152.0,255,38,0,240,0,0,1,0,0,0,0,0,3,19,48,0
244,163.0,162.0,0,240,255,38,0,0,0,0,0,0,0,0,19,3,40,0
245,137.0,141.0,0,240,255,38,0,0,2,85,0,0,134,148,19,3,52,0
246,146.0,148.0,0,240,170,0,0,0,0,0,0,0,0,0,18,3,40,0
247,150.0,149.0,170,0,0,240,0,0,0,0,0,0,0,0,3,18,40,0
248,145.0,147.0,255,38,0,240,0,0,1,85,0,0,134,106,3,19,50,0
249,152.0,150.0,170,0,0,240,0,0,0,0,0,0,0,0,3,18,40,0
250,148.0,149.0,0,240,170,0,0,0,0,0,0,0,0,0,18,3,40,0
251,123.0,128.0,0,240,170,0,0,0,1,0,0,0,0,0,19,3,48,0
252,143.0,144.0,170,0,0,240,0,0,1,0,0,0,0,0,3,19,48,0
253,143.0,144.0,0,240,170,0,0,0,0,0,0,0,0,0,19,3,40,0
254,126.0,130.0,0,240,170,0,0,0,2,85,0,0,134,148,19,3,52,0
255,145.0,145.0,0,240,42,255,0,0,0,0,0,0,0,0,18,3,40,0
256,136.0,138.0,170,0,0,240,0,0,1,85,0,0,134,106,3,19,50,0
257,146.0,144.0,42,255,0,240,0,0,0,0,0,0,0,0,3,18,40,0
258,147.0,144.0,42,255,0,240,0,0,0,0,0,0,0,0,3,18,40,0
259,149.0,147.0,0,240,42,255,0,0,0,0,0,0,0,0,18,3,40,0
260,124.0,127.0,0,240,42,255,0,0,1,0,0,0,0,0,19,3,48,0
261,142.0,142.0,42,255,0,240,0,0,1,0,0,0,0,0,3,19,48,0
262,146.0,145.0,0,240,42,255,0,0,0,0,0,0,0,0,19,3,40,0
263,126.0,129.0,0,240,42,255,0,0,2,85,0,0,132,148,19,3,52,0
264,148.0,147.0,0,240,212,70,0,0,0,0,0,0,0,0,18,3,40,0
265,146.0,145.0,212,70,0,240,0,0,0,0,0,0,0,0,3,18,40,0
266,135.0,136.0,42,255,0,240,0,0,1,85,0,0,132,106,3,19,50,0
267,147.0,147.0,212,70,0,240,0,0,0,0,0,0,0,0,3,18,40,0
268,147.0,147.0,0,240,212,70,0,0,0,0,0,0,0,0,18,3,40,0
269,131.0,133.0,0,240,212,70,0,0,1,0,0,0,0,0,19,3,48,0
270,142.0,141.0,212,70,0,240,0,0,1,0,0,0,0,0,3,19,48,0
271,151.0,148.0,0,240,212,70,0,0,0,0,0,0,0,0,19,3,40,0
272,136.0,137.0,0,240,212,70,0,0,2,127,0,0,133,148,19,3,52,0
273,138.0,139.0,212,70,0,240,0,0,1,127,0,0,133,106,3,19,50,0
274,149.0,150.0,0,240,85,68,0,0,0,0,0,0,0,0,19,3,40,0
275,147.0,148.0,85,68,0,240,0,0,0,0,0,0,0,0,3,19,40,0
276,149.0,149.0,85,68,0,240,0,0,0,0,0,0,0,0,3,19,40,0
277,150.0,150.0,0,240,85,68,0,0,0,0,0,0,0,0,19,3,40,0
278,126.0,132.0,0,240,85,68,0,0,1,0,0,0,0,0,19,3,48,0
279,137.0,140.0,85,68,0,240,0,0,1,0,0,0,0,0,3,19,48,0
280,157.0,155.0,0,240,127,215,0,0,0,0,0,0,0,0,19,3,40,0
281,142.0,146.0,0,240,85,68,0,0,0,0,0,0,0,0,19,3,40,0
282,158.0,156.0,127,215,0,240,0,0,0,0,0,0,0,0,3,19,40,0
283,157.0,156.0,127,215,0,240,0,0,0,0,0,0,0,0,3,19,40,0
284,159.0,156.0,0,240,127,215,0,0,0,0,0,0,0,0,19,3,40,0
285,128.0,133.0,0,240,85,68,0,0,2,85,0,0,134,148,19,3,52,0
286,134.0,137.0,0,240,127,215,0,0,1,0,0,0,0,0,19,3,48,0
287,146.0,147.0,127,215,0,240,0,0,1,0,0,0,0,0,3,19,48,0
288,131.0,134.0,85,68,0,240,0,0,1,85,0,0,134,106,3,19,50,0
289,151.0,150.0,0,240,127,215,0,0,0,0,0,0,0,0,19,3,40,0
290,136.0,137.0,0,240,127,215,0,0,2,85,0,0,134,148,19,3,52,0
291,165.0,163.0,0,240,255,38,0,0,0,0,0,0,0,0,19,3,40,0
292,162.0,159.0,255,38,0,240,0,0,0,0,0,0,0,0,3,19,40,0
293,164.0,161.0,255,38,0,240,0,0,0,0,0,0,0,0,3,19,40,0
294,140.0,141.0,127,215,0,240,0,0,1,85,0,0,134,106,3,19,50,0
295,161.0,160.0,0,240,255,38,0,0,0,0,0,0,0,0,19,3,40,0
296,149.0,149.0,0,240,170,0,0,0,0,0,0,0,0,0,19,3,40,0
297,145.0,144.0,170,0,0,240,0,0,0,0,0,0,0,0,3,19,40,0
298,142.0,143.0,170,0,0,240,0,0,0,0,0,0,0,0,3,19,40,0
299,144.0,145.0,0,240,170,0,0,0,0,0,0,0,0,0,19,3,40,0
300,149.0,147.0,0,240,42,255,0,0,0,0,0,0,0,0,19,3,40,0
301,146.0,145.0,42,255,0,240,0,0,0,0,0,0,0,0,3,19,40,0
302,146.0,145.0,42,255,0,240,0,0,0,0,0,0,0,0,3,19,40,0
303,150.0,149.0,0,240,42,255,0,0,0,0,0,0,0,0,19,3,40,0
304,158.0,156.0,0,240,212,70,0,0,0,0,0,0,0,0,19,3,40,0
305,155.0,152.0,212,70,0,240,0,0,0,0,0,0,0,0,3,19,40,0
306,157.0,155.0,212,70,0,240,0,0,0,0,0,0,0,0,3,19,40,0
307,154.0,152.0,0,240,212,70,0,0,0,0,0,0,0,0,19,3,40,0
308,129.0,131.0,0,240,212,70,0,0,1,0,0,0,0,0,19,3,48,0
309,144.0,145.0,212,70,0,240,0,0,1,0,0,0,0,0,3,19,48,0
310,151.0,153.0,0,240,85,68,0,0,0,0,0,0,0,0,19,3,40,0
311,155.0,152.0,0,240,212,70,0,0,0,0,0,0,0,0,19,3,40,0
312,144.0,146.0,85,68,0,240,0,0,0,0,0,0,0,0,3,19,40,0
313,144.0,147.0,85,68,0,240,0,0,0,0,0,0,0,0,3,19,40,0
314,148.0,149.0,0,240,85,68,0,0,0,0,0,0,0,0,19,3,40,0
315,134.0,137.0,0,240,212,70,0,0,2,85,0,0,133,148,19,3,52,0
316,155.0,153.0,0,240,127,215,0,0,0,0,0,0,0,0,19,3,40,0
317,155.0,151.0,127,215,0,240,0,0,0,0,0,0,0,0,3,19,40,0
318,140.0,141.0,212,70,0,240,0,0,1,85,0,0,133,106,3,19,50,0
319,155.0,152.0,127,215,0,240,0,0,0,0,0,0,0,0,3,19,40,0
320,151.0,149.0,0,240,127,215,0,0,0,0,0,0,0,0,19,3,40,0
321,158.0,156.0,0,240,212,70,0,0,0,0,0,0,0,0,19,3,40,0
322,154.0,151.0,212,70,0,240,0,0,0,0,0,0,0,0,3,19,40,0
323,155.0,153.0,212,70,0,240,0,0,0,0,0,0,0,0,3,19,40,0
324,154.0,152.0,0,240,212,70,0,0,0,0,0,0,0,0,19,3,40,0
325,192.0,191.0,42,255,212,70,0,0,20,0,0,0,0,0,15,73,157,1
326,181.0,178.0,212,70,42,255,0,0,12,0,0,0,0,0,73,15,114,1
327,158.0,157.0,42,255,212,70,0,0,0,0,0,0,0,0,15,73,40,1
328,197.0,195.0,212,70,42,255,0,0,26,0,0,0,0,0,73,15,194,1
329,163.0,160.0,42,255,212,70,0,0,0,0,0,0,0,0,15,73,40,1
330,125.0,131.0,170,0,0,240,0,0,1,0,0,0,0,0,9,0,48,1
331,144.0,145.0,0,240,170,0,0,0,1,0,0,0,0,0,0,9,48,1
